Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1001,Indian Style Turmeric with Ginger,Indian,"turmeric, ginger, cumin, rice, coconut milk, garlic",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0209,"Chinese, Mediterranean, Time: Short",3.8,Very delicious and easy to follow.,2025-04-04,Summer,Festive,6,288,Nuts,5.84,3.2,Summer
R_1274,American Style Potatoes with Tomato,American,"potatoes, tomato, mayo, bun, bbq sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,37,Medium,U_0341,"Mexican, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-10-02,Autumn,Healthy,4,621,Gluten,24.4,1.5,Autumn
R_0274,Greek Style Cucumber with  tomato,Greek,"cucumber,  tomato, greek yogurt, oregano, feta, garlic",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0117,"French, Indian, Time: Short",3.8,Very delicious and easy to follow.,2025-04-24,Spring,Dessert,6,540,Soy,11.09,2.4,Spring
R_1286,Mexican Style Lime with Tortilla,Mexican,"lime, tortilla, cilantro, jalapeno, beans, avocado",1. Chop ingredients. 2. Cook for 21 mins. 3. Serve.,21,Easy,U_0137,"Italian, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-23,Autumn,Dessert,2,281,Gluten,3.51,7.0,Autumn
R_1688,French Style Herb de provence with Baguette,French,"herb de provence, baguette, shallots, butter, cheese, cream, wine, beef",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,62,Hard,U_0325,"Mexican, Japanese, Time: Long",3.8,Very delicious and easy to follow.,2025-06-27,Year-round,Party,4,517,Eggs,22.56,4.9,Year-round
R_1722,Italian Style Pasta with Tomato sauce,Italian,"pasta, tomato sauce, parmesan, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0417,"French, Japanese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-11-22,Year-round,Breakfast,2,215,Nuts,10.02,1.7,Year-round
R_0346,Chinese Style Ginger with Soy sauce,Chinese,"ginger, soy sauce, tofu, garlic, scallions, chicken, sesame oil",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0361,"Japanese, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-08,Year-round,Breakfast,2,736,Dairy,5.51,5.0,Year-round
R_0160,American Style Cheddar with Bun,American,"cheddar, bun, beef patty, bacon, bbq sauce, potatoes",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0246,"French, Thai, Time: Short",3.8,Very delicious and easy to follow.,2025-05-05,Spring,Weeknight,2,548,None,9.28,9.5,Spring
R_1493,French Style Baguette with Herb de provence,French,"baguette, herb de provence, shallots, butter, cream, cheese",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,146,Hard,U_0176,"Indian, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-08-06,Winter,Party,6,654,Nuts,2.95,2.8,Winter
R_0701,American Style Potatoes with Mayo,American,"potatoes, mayo, lettuce, bacon, beef patty, cheddar, bun",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0089,"Thai, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-09,Winter,Festive,4,250,Nuts,3.13,3.6,Winter
R_1031,Thai Style Shrimp with Fish sauce,Thai,"shrimp, fish sauce, coconut milk, noodles, peanut butter, curry paste,  lemongrass",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0489,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-11-29,Year-round,Healthy,1,390,Nuts,23.29,4.0,Year-round
R_1845,French Style Cheese with Herb de provence,French,"cheese, herb de provence, cream, shallots, beef, butter",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,93,Hard,U_0067,"Indian, Chinese, Time: Long",3.8,Very delicious and easy to follow.,2025-08-20,Summer,Dessert,4,334,Seafood,23.02,4.9,Summer
R_1486,Thai Style Fish sauce with Shrimp,Thai,"fish sauce, shrimp,  lemongrass, peanut butter, noodles, coconut milk, curry paste",1. Chop ingredients. 2. Cook for 21 mins. 3. Serve.,21,Easy,U_0256,"Thai, Japanese, Time: Any",4.8,"Absolutely loved it, will make again!",2025-11-26,Spring,Dessert,4,242,Eggs,5.72,8.0,Spring
R_1887,Italian Style Garlic with Parmesan,Italian,"garlic, parmesan, oregano, olive oil, mozzarella, pasta",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0366,"Mediterranean, Japanese, Time: Short",3.8,Very delicious and easy to follow.,2025-01-19,Year-round,Festive,6,614,Dairy,9.82,1.8,Year-round
R_1662,Italian Style Mozzarella with Parmesan,Italian,"mozzarella, parmesan, garlic, pasta, oregano, basil, olive oil, tomato sauce",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0029,"Italian, American, Time: Any",4.8,"Absolutely loved it, will make again!",2025-05-11,Winter,Dessert,4,730,Eggs,12.58,9.9,Winter
R_1472,Mediterranean Style Chickpeas with Feta cheese,Mediterranean,"chickpeas, feta cheese, tahini, olives, cucumber",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,86,Hard,U_0170,"American, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-20,Winter,Breakfast,6,255,None,4.45,6.9,Winter
R_1397,American Style Potatoes with Bun,American,"potatoes, bun, bacon, tomato, mayo",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0174,"Greek, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-29,Year-round,Festive,4,614,Seafood,4.67,6.3,Year-round
R_1763,Mediterranean Style Pita with Olives,Mediterranean,"pita, olives, tahini, olive oil, cucumber, feta cheese, lemon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,31,Medium,U_0183,"Indian, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-12-28,Autumn,Dessert,2,410,None,9.6,6.9,Autumn
R_0587,Italian Style Olive oil with Parmesan,Italian,"olive oil, parmesan, mozzarella, pasta",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,134,Hard,U_0300,"French, Italian, Time: Any",4.8,"Absolutely loved it, will make again!",2025-08-29,Autumn,Dessert,6,767,Seafood,13.96,5.3,Autumn
R_0808,French Style Butter with Cream,French,"butter, cream, cheese, baguette, herb de provence, beef, shallots",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,51,Medium,U_0112,"Italian, Mexican, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-01,Spring,Healthy,6,234,Soy,9.96,8.8,Spring
R_0749,Japanese Style Mirin with Soy sauce,Japanese,"mirin, soy sauce, rice, salmon, miso, wasabi, tuna, seaweed",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,65,Hard,U_0483,"Mexican, Mediterranean, Time: Long",3.8,Very delicious and easy to follow.,2025-03-06,Winter,Weeknight,2,483,Seafood,15.12,6.8,Winter
R_0811,Greek Style Garlic with Olive oil,Greek,"garlic, olive oil, feta, oregano,  tomato, greek yogurt, lamb, cucumber",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0398,"Mediterranean, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-25,Autumn,Breakfast,6,525,Eggs,3.15,4.8,Autumn
R_1209,Chinese Style Broccoli with Ginger,Chinese,"broccoli, ginger, chicken, scallions, soy sauce, sesame oil, noodles, tofu",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,53,Medium,U_0113,"French, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-22,Spring,Party,1,186,Seafood,21.73,1.6,Spring
R_1861,French Style Shallots with Herb de provence,French,"shallots, herb de provence, butter, beef, wine, cream, baguette",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0343,"Japanese, Greek, Time: Short",3.8,Very delicious and easy to follow.,2025-03-06,Autumn,Breakfast,4,778,Soy,14.63,5.1,Autumn
R_0636,Italian Style Pasta with Garlic,Italian,"pasta, garlic, olive oil, tomato sauce, oregano, basil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0088,"Mediterranean, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-09,Year-round,Weeknight,1,404,Gluten,24.76,1.0,Year-round
R_1756,Mexican Style Lime with Avocado,Mexican,"lime, avocado, cheese, tortilla, beans, corn, jalapeno",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0177,"Indian, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-08-18,Spring,Healthy,4,245,Nuts,14.29,2.0,Spring
R_0261,French Style Herb de provence with Cheese,French,"herb de provence, cheese, baguette, beef, wine, cream",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0473,"French, Mediterranean, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-01-12,Year-round,Healthy,4,710,Soy,21.8,3.0,Year-round
R_1094,Thai Style Peanut butter with Shrimp,Thai,"peanut butter, shrimp, coconut milk, noodles",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0160,"Mediterranean, American, Time: Short",3.8,Very delicious and easy to follow.,2025-12-30,Spring,Party,1,254,Nuts,17.34,8.4,Spring
R_0078,American Style Mayo with Potatoes,American,"mayo, potatoes, tomato, beef patty, bacon, cheddar, bun",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0084,"Chinese, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-11,Winter,Weeknight,4,533,Soy,23.93,1.8,Winter
R_1680,Thai Style  lemongrass with Peanut butter,Thai," lemongrass, peanut butter, coconut milk, noodles, shrimp",1. Chop ingredients. 2. Cook for 15 mins. 3. Serve.,15,Easy,U_0022,"Italian, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-20,Year-round,Festive,4,632,Gluten,9.52,4.2,Year-round
R_0661,American Style Cheddar with Bun,American,"cheddar, bun, bbq sauce, lettuce, potatoes",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0170,"American, French, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-06-25,Autumn,Party,1,165,Seafood,5.28,8.8,Autumn
R_1598,Italian Style Parmesan with Tomato sauce,Italian,"parmesan, tomato sauce, mozzarella, basil, olive oil, garlic, pasta",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0173,"Greek, Mexican, Time: Short",3.8,Very delicious and easy to follow.,2025-05-29,Autumn,Breakfast,4,223,Dairy,11.54,2.0,Autumn
R_1284,Mediterranean Style Lemon with Feta cheese,Mediterranean,"lemon, feta cheese, tahini, chickpeas, pita, olives, cucumber",1. Chop ingredients. 2. Cook for 13 mins. 3. Serve.,13,Easy,U_0466,"Japanese, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-30,Year-round,Dessert,2,605,Gluten,12.64,4.6,Year-round
R_0619,American Style Tomato with Bun,American,"tomato, bun, bacon, potatoes, bbq sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0267,"Chinese, American, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-11-06,Autumn,Festive,1,447,Dairy,8.88,1.0,Autumn
R_1661,Indian Style Garlic with Coconut milk,Indian,"garlic, coconut milk, curry powder, cumin, ginger, rice",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0372,"French, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-12-25,Year-round,Healthy,6,292,Eggs,19.21,9.1,Year-round
R_1970,French Style Baguette with Butter,French,"baguette, butter, herb de provence, beef, shallots, cheese",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0351,"French, Thai, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-04-25,Year-round,Weeknight,4,239,Gluten,5.03,9.5,Year-round
R_1987,Thai Style Curry paste with Fish sauce,Thai,"curry paste, fish sauce, shrimp, peanut butter, coconut milk,  lemongrass, noodles",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0297,"American, Greek, Time: Short",3.8,Very delicious and easy to follow.,2025-08-19,Spring,Festive,4,536,Gluten,4.24,8.2,Spring
R_0156,Indian Style Garlic with Curry powder,Indian,"garlic, curry powder, ginger, rice, cumin, coconut milk, turmeric",1. Chop ingredients. 2. Cook for 25 mins. 3. Serve.,25,Easy,U_0457,"Chinese, American, Time: Short",3.8,Very delicious and easy to follow.,2025-08-23,Autumn,Party,6,427,None,3.07,6.1,Autumn
R_1190,Greek Style Garlic with Oregano,Greek,"garlic, oregano, greek yogurt, olive oil",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0333,"Mediterranean, French, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-01-20,Year-round,Party,1,678,Dairy,4.92,6.2,Year-round
R_1171,Mediterranean Style Cucumber with Lemon,Mediterranean,"cucumber, lemon, olives, feta cheese",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0151,"American, Mexican, Time: Short",3.8,Very delicious and easy to follow.,2025-02-23,Year-round,Weeknight,1,468,Soy,24.2,7.8,Year-round
R_1660,American Style Cheddar with Bun,American,"cheddar, bun, bbq sauce, beef patty, bacon, potatoes, tomato, mayo",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,95,Hard,U_0054,"Mexican, American, Time: Short",4.8,"Absolutely loved it, will make again!",2025-08-01,Autumn,Festive,6,556,Soy,6.23,7.7,Autumn
R_0807,American Style Bacon with Bbq sauce,American,"bacon, bbq sauce, bun, beef patty, mayo",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0245,"Greek, Indian, Time: Short",3.8,Very delicious and easy to follow.,2025-10-13,Summer,Dessert,4,595,Nuts,4.14,2.4,Summer
R_0093,Greek Style  tomato with Garlic,Greek," tomato, garlic, oregano, olive oil",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0276,"Thai, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-05,Autumn,Party,2,759,None,18.3,4.4,Autumn
R_1793,French Style Shallots with Baguette,French,"shallots, baguette, herb de provence, cheese, cream, wine, beef, butter",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,43,Medium,U_0185,"Greek, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-26,Summer,Dessert,2,614,None,11.84,5.0,Summer
R_1332,Indian Style Cumin with Curry powder,Indian,"cumin, curry powder, coriander, coconut milk",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,100,Hard,U_0216,"French, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-23,Autumn,Festive,2,654,Soy,23.74,3.0,Autumn
R_0464,Italian Style Pasta with Oregano,Italian,"pasta, oregano, parmesan, tomato sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,122,Hard,U_0402,"Mediterranean, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-27,Autumn,Healthy,4,215,Nuts,22.71,6.9,Autumn
R_1552,Mexican Style Avocado with Cheese,Mexican,"avocado, cheese, tortilla, cilantro, jalapeno, corn, lime",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,41,Medium,U_0205,"Indian, Japanese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-11-27,Spring,Healthy,1,502,Soy,9.97,7.6,Spring
R_0754,Chinese Style Garlic with Ginger,Chinese,"garlic, ginger, scallions, soy sauce, broccoli, tofu, chicken",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,55,Medium,U_0236,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-30,Spring,Dessert,4,443,None,9.86,4.8,Spring
R_0206,Mexican Style Beans with Tortilla,Mexican,"beans, tortilla, cilantro, lime, avocado, tomato",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,135,Hard,U_0271,"Mexican, Italian, Time: Short",4.8,"Absolutely loved it, will make again!",2025-07-20,Spring,Festive,1,489,Nuts,4.82,9.3,Spring
R_0750,French Style Beef with Cream,French,"beef, cream, cheese, wine, shallots, baguette",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0431,"Chinese, Thai, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-06-25,Summer,Party,1,314,Dairy,10.47,1.2,Summer
R_1175,American Style Bbq sauce with Lettuce,American,"bbq sauce, lettuce, beef patty, cheddar, tomato",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0195,"French, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-08,Autumn,Dessert,4,404,Gluten,7.37,2.6,Autumn
R_0317,Mexican Style Lime with Cheese,Mexican,"lime, cheese, corn, tomato, cilantro",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,50,Medium,U_0006,"Mediterranean, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-06-02,Summer,Festive,4,572,None,6.32,3.6,Summer
R_1658,Thai Style Noodles with Coconut milk,Thai,"noodles, coconut milk, peanut butter, shrimp, curry paste,  lemongrass, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0494,"Italian, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-23,Winter,Festive,6,240,None,2.67,5.3,Winter
R_1936,American Style Lettuce with Cheddar,American,"lettuce, cheddar, tomato, beef patty, bbq sauce, bacon, potatoes",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,63,Hard,U_0264,"French, Mexican, Time: Long",3.8,Very delicious and easy to follow.,2025-12-10,Winter,Breakfast,2,345,Eggs,9.84,8.0,Winter
R_1188,Chinese Style Noodles with Tofu,Chinese,"noodles, tofu, soy sauce, sesame oil, broccoli, ginger, chicken",1. Chop ingredients. 2. Cook for 25 mins. 3. Serve.,25,Easy,U_0475,"French, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-05-16,Spring,Festive,1,560,Seafood,9.65,4.2,Spring
R_0794,Thai Style Peanut butter with Curry paste,Thai,"peanut butter, curry paste, noodles, coconut milk",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0383,"Chinese, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-12-10,Spring,Breakfast,2,667,Soy,11.41,3.5,Spring
R_1907,Italian Style Tomato sauce with Garlic,Italian,"tomato sauce, garlic, basil, olive oil, oregano, parmesan",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,82,Hard,U_0221,"Mediterranean, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-13,Year-round,Dessert,4,219,Eggs,5.25,4.9,Year-round
R_0820,Greek Style Greek yogurt with Feta,Greek,"greek yogurt, feta, cucumber, lamb,  tomato, garlic, olive oil",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0383,"Chinese, Greek, Time: Long",4.8,"Absolutely loved it, will make again!",2025-04-27,Summer,Party,4,612,None,17.51,6.3,Summer
R_1393,Japanese Style Mirin with Wasabi,Japanese,"mirin, wasabi, miso, tuna, seaweed, salmon, soy sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0107,"Japanese, French, Time: Long",4.8,"Absolutely loved it, will make again!",2025-04-06,Winter,Healthy,1,253,Gluten,10.74,6.5,Winter
R_1849,Italian Style Oregano with Basil,Italian,"oregano, basil, garlic, parmesan, olive oil, tomato sauce, pasta",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,53,Medium,U_0365,"Japanese, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-02,Year-round,Party,4,286,Dairy,10.48,4.4,Year-round
R_1070,Chinese Style Chicken with Tofu,Chinese,"chicken, tofu, noodles, broccoli",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0320,"Mexican, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-06,Winter,Healthy,1,303,Dairy,24.73,2.0,Winter
R_0087,Mexican Style Jalapeno with Beans,Mexican,"jalapeno, beans, avocado, corn, tomato, cilantro, lime, tortilla",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0494,"Italian, American, Time: Short",3.8,Very delicious and easy to follow.,2025-12-20,Year-round,Festive,1,672,Eggs,16.56,9.2,Year-round
